what,kind,bundleId,bundleVersion,description,time
java.vm.specification.version,sysinfo,,,"1.0",1766385726442
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1766385726442
java.vm.version,sysinfo,,,"19.0-b09",1766385726442
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1766385731467
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1766385731488
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766385732709
error,log,,,"Unable to create editor ID org.eclipse.cdt.ui.editor.CEditor: The file does not exist.",1766385735338
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1766385735359
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1766385735360
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1766385735365
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1766385735380
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766385735429
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1766385735436
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1766385735436
started,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1766385738640
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1766385738743
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1766385738746
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1766385738747
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1766385738747
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766385738962
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766385770446
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1766385773597
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1766385773645
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1766385774092
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1766385774797
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1766385777603
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766385778980
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766385781892
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1766385781965
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1766385786068
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1766385786071
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766385786541
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766385803517
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766385803536
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766385813352
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1766385813808
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766385813829
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766385816940
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766385820942
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766385820962
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766385825295
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766389452783
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1766389454194
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766389460826
started,bundle,org.eclipse.core.databinding,1.4.0.I20110111-0800,"org.eclipse.core.databinding",1766389474984
started,bundle,org.eclipse.core.databinding.property,1.4.0.I20110222-0800,"org.eclipse.core.databinding.property",1766389475002
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1766389505483
started,bundle,org.eclipse.core.externaltools,1.0.100.v20111007_r372,"org.eclipse.core.externaltools",1766389505659
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766389518109
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1766389518123
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766389519003
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766390840520
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766390842670
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766390843861
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766390844077
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1766391598350
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1766391598350
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1766391598351
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1766391598351
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1766391598351
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1766391598351
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1766391598351
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1766391598352
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1766391598352
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1766391598352
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1766391598353
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1766391598353
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1766391598353
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1766391598353
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1766391598354
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1766391598354
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1766391598354
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1766391598355
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1766391598355
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1766391598355
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1766391598355
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1766391598356
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1766391598356
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1766391598356
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1766391598356
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1766391598356
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1766391598357
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1766391598357
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1766391598357
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1766391598357
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1766391598358
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1766391598359
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1766391598359
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1766391598359
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1766391598359
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1766391598359
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1766391598359
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1766391598360
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1766391598360
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1766391598360
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1766391598360
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1766391598361
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1766391598361
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1766391598361
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1766391598361
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1766391598361
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1766391598362
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1766391598362
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1766391598362
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1766391598362
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1766391598363
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1766391598455
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1766391598455
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1766391598456
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1766391598456
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1766391598456
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1766391598456
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1766391598457
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1766391598457
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1766391598457
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1766391598458
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1766391598458
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1766391598458
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1766391598458
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1766391598458
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1766391598459
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1766391598465
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1766391598465
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1766391598465
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1766391598466
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1766391598466
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1766391598466
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1766391598467
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1766391598468
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1766391598469
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1766391598469
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1766391598470
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1766391598470
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1766391598470
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1766391598470
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1766391598471
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1766391598471
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1766391598471
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1766391598471
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1766391598471
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1766391598472
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1766391598472
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1766391598472
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1766391598472
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1766391598481
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1766391598482
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1766391598482
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1766391598482
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1766391598482
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1766391598482
os,sysinfo,,,"win32",1766391598483
arch,sysinfo,,,"x86",1766391598483
ws,sysinfo,,,"win32",1766391598483
locale,sysinfo,,,"vi_VN",1766391598483
processors,sysinfo,,,"16",1766391598483
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1766391598483
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1766391598483
java.specification.name,sysinfo,,,"Java Platform API Specification",1766391598483
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1766391598483
java.specification.version,sysinfo,,,"1.6",1766391598483
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1766391598483
java.version,sysinfo,,,"1.6.0_23",1766391598483
java.vm.info,sysinfo,,,"mixed mode",1766391598483
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1766391598483
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1766391598483
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1766391598483
java.vm.specification.version,sysinfo,,,"1.0",1766391598483
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1766391598483
java.vm.version,sysinfo,,,"19.0-b09",1766391598483
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1766391598504
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1766391599476
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1766391599749
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1766391599854
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1766391599960
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1766391601721
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766391602364
started,bundle,org.eclipse.core.databinding,1.4.0.I20110111-0800,"org.eclipse.core.databinding",1766391612569
started,bundle,org.eclipse.core.databinding.property,1.4.0.I20110222-0800,"org.eclipse.core.databinding.property",1766391612584
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1766391612715
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1766391612731
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1766391612731
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1766391612732
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766391647339
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1766391647352
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766391647633
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766391647663
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766391651724
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766391653499
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766391661351
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766391661455
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766391662012
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766391664210
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766391667135
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766391679876
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1766391683189
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1766391683191
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766391684664
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766391685972
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1766391686405
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1766391686425
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766391692776
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766391692793
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766391702373
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766391893935
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766391921009
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766391953145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766391957844
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766391959441
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1766391959711
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766391962402
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766391962424
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766391970789
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766392261314
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766392261418
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766392263197
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766392264328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766392268387
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766392325130
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766392551958
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766392581549
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766392583248
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1766392590042
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1766392590085
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1766392662771
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766392667027
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766392722175
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1766392722192
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766392724496
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766392724605
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766392725152
