what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766392727368
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766392734374
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766392741799
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766392742112
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766392745572
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766392778497
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766392816221
opened,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1766392820615
activated,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1766392820683
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1766392824020
opened,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1766392824247
activated,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1766392824334
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1766392825037
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1766392825222
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1766392842783
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1766392859506
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766392862995
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766392884419
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1766392884430
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766392884735
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766392888608
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1766392896417
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1766392896469
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1766392901025
